Neuroticism (N-Score),Extroversion (E-Score),Openness (O-Score),Agreeableness (A-Score),Conscientiousness (C-Score)
-0.2866455875442713,-0.5084423359984996,-2.356492885460773,-0.6937632692026201,-1.0708922389153241
-0.8227981632964724,1.7606118288996015,1.3937639146801901,0.6806485131011117,-0.2849412879527518
-0.6037745281591351,0.7679006317566818,-0.8791189944961514,-1.318495897522499,-1.2604084044957056
-0.2822861122230203,-0.7920741066107624,0.03003416917438505,0.5557019874371363,0.4125429095317289
0.6821791355853248,-1.6429694184475498,-0.42454241266088266,-0.19397716654671684,0.9697305453726872
-0.8181001387832126,-0.22481056538623692,-1.6367466308882646,1.5552741927489429,1.2483243632931658
-0.6037745281591351,-1.0757058772230252,-0.42454241266088266,-0.19397716654671684,0.6911367274522076
-1.353914165343404,1.7606118288996015,-0.8791189944961514,-0.19397716654671684,1.2483243632931658
0.577711004148668,2.1860594848179944,-1.0306445217745737,0.6806485131011117,0.8304336364124469
-0.385406906721987,0.05882120522602585,-1.4852211036098424,0.5557019874371363,-0.0053478173489900395
-1.1344986151769407,0.7679006317566818,-1.1821700490529967,-0.5688167435386445,1.3876212722534051
-1.348524817592642,0.05882120522602585,0.18155969645280828,-1.5683889488504499,-0.7018323621501876
2.0758944210585746,0.20063709053215723,0.48461075100965373,-1.318495897522499,-0.9804261800706673
-0.9204724127612395,0.7679006317566818,0.03003416917438505,0.8055950387650884,2.223402726014843
-1.0274855139690904,1.3351641729812074,0.48461075100965373,-0.44387021787466907,1.5022324237486149
-1.883590323631894,-1.5011535331414183,-1.6367466308882646,-0.8187097948665956,1.0695302423888762
-1.5568934936798098,-0.7920741066107624,-1.7882721581666878,0.3058089361091852,0.781062121482385
0.4735266661050836,-1.2175217625291566,-0.27301688538246044,-0.31892369221069355,-1.5266828457695478
1.3284404175934599,-0.08299468008010553,-0.12149135810403718,-1.5683889488504499,-1.6686603223718126
-0.48825130431933955,-1.7847853037536812,-2.5458997945588013,-1.5683889488504499,0.7823431308392957
-0.9157081800635274,0.7679006317566818,0.7881431445985143,1.3053811414209917,-1.2351403024064707
-1.2363008368716684,0.484268861144419,-1.1809934425302928,-0.44387021787466907,1.646978887944624
0.3666624471690368,-0.9338899919168938,-0.8780493522027838,0.930541564429064,-0.9469283833713612
1.5421688554655542,-3.3447600421211257,-1.3324654876940467,0.3058089361091852,-1.0910343428889164
-0.2745228664472453,0.6260847464505505,1.2425592800897782,0.6806485131011117,1.3587669689095145
-0.9157081800635274,-0.36662645069236827,-1.3324654876940467,0.8055950387650884,0.06181333325152156
-0.1676586475111985,-1.6429694184475498,-3.3016020748228545,-0.5688167435386445,0.6382371713217405
0.4735266661050836,-1.2175217625291566,0.033765052032825954,0.05591588478123419,-2.387987978546909
-0.06079442857515102,-1.5011535331414183,-0.722530126195559,0.3058089361091852,1.2162371098216282
-1.3431650558077155,1.61879594359347,0.9413192659068883,0.8055950387650884,1.6478795167615778
0.25979822823299004,-0.7920741066107624,-1.3275662687782674,-1.1935493718585222,-0.6542133202514845
-1.2363008368716684,-0.7920741066107624,0.18502408767850334,-0.44387021787466907,0.06519069131509693
-0.9157081800635274,-1.2175217625291566,0.033765052032825954,0.4307554617731607,0.06519069131509693
0.3666624471690368,-0.22481056538623692,0.3362831233241797,1.0554880900930395,-0.07869011099821936
1.007847760785319,0.6260847464505505,0.9413192659068883,-2.44301462849828,-0.7980941225648008
-0.3813870853832921,-0.7920741066107624,-2.6888975895893616,-0.19397716654671684,-0.7980941225648008
-0.3813870853832921,-0.5084423359984996,-0.11749398361285143,0.05591588478123419,-1.6613789364446994
0.25979822823299004,0.34245297583828765,1.0925783015525647,0.1808624104452097,-0.6542133202514845
-1.5568934936798098,1.1933482876750758,0.3362831233241797,0.05591588478123419,0.7845947028816793
-0.3813870853832921,-0.9338899919168938,-1.1763072331325901,-0.5688167435386445,0.4968330982550467
-0.06079442857515102,-0.36662645069236827,0.033765052032825954,-1.6933354745144253,0.7845947028816793
0.7941193229132254,0.05882120522602585,1.0925783015525647,1.4303276670849672,-0.36645171562485196
-0.2745228664472453,-0.9338899919168938,-1.3275662687782674,0.05591588478123419,-0.6542133202514845
-1.022572398999575,-0.5084423359984996,-0.2687530192585278,-0.06903064088274133,-1.0858557271914342
-1.1294366179356212,1.3351641729812074,0.4875421589698571,1.0554880900930395,0.9284755051949956
-0.5951155232553863,0.484268861144419,1.243837337198242,0.8055950387650884,1.5039987144482598
0.25979822823299004,0.6260847464505505,-1.1763072331325901,0.3058089361091852,1.3601179121349445
-1.877486150487951,0.7679006317566818,0.3362831233241797,0.8055950387650884,1.0723563075083118
0.046069790360895764,-0.7920741066107624,-0.2687530192585278,-0.06903064088274133,-0.6542133202514845
0.7941193229132254,-0.5084423359984996,-2.0838614470066523,-0.6937632692026201,0.3529522959417304
1.007847760785319,-0.08299468008010553,-0.11749398361285143,-0.9436563205305711,0.06519069131509693
1.1147119797213665,0.9097165170628132,-0.5712710905498826,-0.6937632692026201,-2.093021343384649
-0.2745228664472453,0.05882120522602585,-1.4788253044239448,0.3058089361091852,-0.7980941225648008
-1.4500292747437624,-0.08299468008010553,1.0925783015525647,0.3058089361091852,0.3529522959417304
-0.06079442857515102,1.0515324023689445,-0.5712710905498826,-0.8187097948665956,-1.2297365295047507
-0.06079442857515102,-0.6502582213046311,-1.1763072331325901,-0.31892369221069355,-0.36645171562485196
-0.06079442857515102,0.05882120522602585,-1.7813433757152985,0.05591588478123419,0.3529522959417304
-0.7019797421914338,0.6260847464505505,-2.0838614470066523,0.3058089361091852,0.7845947028816793
0.15293400929694254,0.6260847464505505,0.033765052032825954,-0.31892369221069355,-0.36645171562485196
-0.5951155232553863,-1.2175217625291566,-1.3275662687782674,-1.318495897522499,-0.07869011099821936
1.3284404175934599,0.34245297583828765,0.3362831233241797,-0.19397716654671684,-0.22257091331153564
-1.9843503694239977,1.4769800582873387,1.243837337198242,0.1808624104452097,1.2162371098216282
-0.7011314946394998,-1.3593376478352879,-1.932602411360976,-1.0686028461945467,0.4968330982550467
1.008243609642888,-0.22481056538623692,-0.722530126195559,-0.44387021787466907,0.06519069131509693
-1.5558190467806938,0.484268861144419,1.0925783015525647,-0.31892369221069355,0.9284755051949956
0.6877357775899403,0.484268861144419,-0.8737891618412363,0.930541564429064,0.640713900568363
-1.1284752707100967,-0.6502582213046311,-1.1763072331325901,1.0554880900930395,0.4968330982550467
-0.48745960660420073,-0.22481056538623692,1.0925783015525647,-0.6937632692026201,-0.07869011099821936
-1.0216393266924477,0.05882120522602585,0.3362831233241797,-0.06903064088274133,-0.22257091331153564
-0.16695177455125373,-0.6502582213046311,-1.7813433757152985,0.3058089361091852,0.06519069131509693
-0.48745960660420073,-0.22481056538623692,0.18502408767850334,-1.5683889488504499,-0.22257091331153564
-0.5942955506218505,1.0515324023689445,-0.2687530192585278,0.930541564429064,0.2090714936284132
-1.5558190467806938,0.9097165170628132,0.033765052032825954,0.4307554617731607,0.9284755051949956
-0.8079674386571487,-0.5084423359984996,-0.2687530192585278,0.3058089361091852,1.0723563075083118
-1.2353112147277459,-1.7847853037536812,-2.9914156608807145,-1.1935493718585222,0.3529522959417304
-0.2737877185689027,0.20063709053215723,-1.6300843400696212,-0.5688167435386445,-0.36645171562485196
-0.48745960660420073,-0.6502582213046311,-1.6300843400696212,0.4307554617731607,0.640713900568363
0.046720113484044944,-1.6429694184475498,-0.5712710905498826,-0.9436563205305711,-0.36645171562485196
-0.9148033826747984,-0.7920741066107624,-2.23512048265233,-1.318495897522499,-2.3807829480112814
-0.48745960660420073,-0.7920741066107624,-2.0838614470066523,0.930541564429064,-0.6542133202514845
-0.06011583053360475,0.34245297583828765,0.4875421589698571,-0.06903064088274133,1.3601179121349445
-0.9148033826747984,-1.2175217625291566,0.033765052032825954,-0.6937632692026201,-0.07869011099821936
-1.8763268788336411,1.3351641729812074,-1.0250481974869137,0.5557019874371363,1.3601179121349445
1.008243609642888,-0.9338899919168938,-1.1763072331325901,1.1804346157570162,-1.8052597387580158
-0.48745960660420073,0.20063709053215723,-0.2687530192585278,-0.19397716654671684,-0.07869011099821936
-0.5942955506218505,0.05882120522602585,-1.6300843400696212,0.1808624104452097,0.4968330982550467
